,attr1,attr2,correlation,p
177,lcom,loc,0.5495201851594215,0.0
178,lcom,returnQty,0.47078977841894326,0.0
179,lcom,loopQty,0.25361279364488204,0.0
180,lcom,comparisonsQty,0.3219414852770636,0.0
181,lcom,tryCatchQty,0.19020164257341796,0.0
182,lcom,parenthesizedExpsQty,0.2239243022230481,0.0
183,lcom,stringLiteralsQty,0.27470443818857493,0.0
184,lcom,numbersQty,0.29528576586481575,0.0
185,lcom,assignmentsQty,0.3688074199451446,0.0
186,lcom,mathOperationsQty,0.26864018219696034,0.0
187,lcom,variablesQty,0.3478851016464893,0.0
188,lcom,maxNestedBlocksQty,0.3094242814696175,0.0
189,lcom,anonymousClassesQty,0.14222652291504698,0.0
190,lcom,innerClassesQty,0.14910624200748573,0.0
191,lcom,lambdasQty,0.12358162118029314,0.0
192,lcom,uniqueWordsQty,0.5230308052459691,0.0
193,lcom,modifiers,0.15806502326347494,0.0
194,lcom,logStatementsQty,0.07356546950739312,3.499584815275561e-148
195,totalMethodsQty,staticMethodsQty,0.3007305698499032,0.0
196,totalMethodsQty,publicMethodsQty,0.7898325106693861,0.0
197,totalMethodsQty,privateMethodsQty,0.43599965074441244,0.0
198,totalMethodsQty,protectedMethodsQty,0.25593875389930015,0.0
199,totalMethodsQty,defaultMethodsQty,0.13459555575162205,0.0
200,totalMethodsQty,abstractMethodsQty,0.970360524724073,0.0
201,totalMethodsQty,finalMethodsQty,0.10533281656732925,1.8715329017990708e-302
202,totalMethodsQty,synchronizedMethodsQty,0.12230680718646006,0.0
203,totalMethodsQty,totalFieldsQty,0.49770545066450395,0.0
204,totalMethodsQty,staticFieldsQty,0.5256819864360736,0.0
205,totalMethodsQty,publicFieldsQty,0.3021727372639758,0.0
206,totalMethodsQty,privateFieldsQty,0.055560642572384515,2.8758686656548076e-85
207,totalMethodsQty,protectedFieldsQty,0.5526117482385907,0.0
208,totalMethodsQty,defaultFieldsQty,0.17633870531167903,0.0
209,totalMethodsQty,visibleFieldsQty,0.08206793572836689,4.906378860847363e-184
210,totalMethodsQty,finalFieldsQty,0.4060022590218717,0.0
211,totalMethodsQty,synchronizedFieldsQty,,
212,totalMethodsQty,nosi,0.4595711755223804,0.0
213,totalMethodsQty,loc,0.8079952076247173,0.0
214,totalMethodsQty,returnQty,0.6459149586351493,0.0
215,totalMethodsQty,loopQty,0.3371147494014261,0.0
216,totalMethodsQty,comparisonsQty,0.4587698268374432,0.0
217,totalMethodsQty,tryCatchQty,0.25964324385996757,0.0
218,totalMethodsQty,parenthesizedExpsQty,0.3296851701916136,0.0
219,totalMethodsQty,stringLiteralsQty,0.40498625234846447,0.0
220,totalMethodsQty,numbersQty,0.44035709025244285,0.0
221,totalMethodsQty,assignmentsQty,0.6287129326676109,0.0
222,totalMethodsQty,mathOperationsQty,0.38803886008853933,0.0
223,totalMethodsQty,variablesQty,0.5861704506597964,0.0
224,totalMethodsQty,maxNestedBlocksQty,0.46409277758511275,0.0
225,totalMethodsQty,anonymousClassesQty,0.18218677611151451,0.0
226,totalMethodsQty,innerClassesQty,0.1812683075086508,0.0
227,totalMethodsQty,lambdasQty,0.17282900032859383,0.0
228,totalMethodsQty,uniqueWordsQty,0.7320092928728799,0.0
229,totalMethodsQty,modifiers,0.22725659735433382,0.0
230,totalMethodsQty,logStatementsQty,0.13142521433830534,0.0
231,staticMethodsQty,publicMethodsQty,0.23821676783804155,0.0
232,staticMethodsQty,privateMethodsQty,0.391626927545869,0.0
233,staticMethodsQty,protectedMethodsQty,0.05682800190155263,4.037788227663077e-89
234,staticMethodsQty,defaultMethodsQty,0.020173600822125593,1.2443766878778116e-12
235,staticMethodsQty,abstractMethodsQty,0.24157914376930908,0.0
236,staticMethodsQty,finalMethodsQty,0.04408297168688612,2.4808059780137267e-54
237,staticMethodsQty,synchronizedMethodsQty,0.07391194365515394,1.4462584274286196e-149
238,staticMethodsQty,totalFieldsQty,0.21450405989408267,0.0
239,staticMethodsQty,staticFieldsQty,0.17224767214598577,0.0
240,staticMethodsQty,publicFieldsQty,0.3170075345345102,0.0
241,staticMethodsQty,privateFieldsQty,0.08266105304056215,1.1015879834797742e-186
242,staticMethodsQty,protectedFieldsQty,0.18183777979968488,0.0
243,staticMethodsQty,defaultFieldsQty,0.01746960733654662,7.822265751037795e-10
244,staticMethodsQty,visibleFieldsQty,0.02608107505652539,4.3032444256971003e-20
245,staticMethodsQty,finalFieldsQty,0.20405088452054196,0.0
246,staticMethodsQty,synchronizedFieldsQty,,
247,staticMethodsQty,nosi,0.38860592482672834,0.0
248,staticMethodsQty,loc,0.3494410328160602,0.0
249,staticMethodsQty,returnQty,0.34005451705510487,0.0
250,staticMethodsQty,loopQty,0.3184651019760498,0.0
251,staticMethodsQty,comparisonsQty,0.32807741063662965,0.0
252,staticMethodsQty,tryCatchQty,0.20330529686067778,0.0
253,staticMethodsQty,parenthesizedExpsQty,0.2625756051104284,0.0
254,staticMethodsQty,stringLiteralsQty,0.26126562353491795,0.0
255,staticMethodsQty,numbersQty,0.3117990338769284,0.0
256,staticMethodsQty,assignmentsQty,0.3220368521007796,0.0
257,staticMethodsQty,mathOperationsQty,0.2859038262195664,0.0
258,staticMethodsQty,variablesQty,0.3108156636580084,0.0
259,staticMethodsQty,maxNestedBlocksQty,0.35278934389128846,0.0
260,staticMethodsQty,anonymousClassesQty,0.09491605528779216,9.707683679528874e-246
261,staticMethodsQty,innerClassesQty,0.13278087711497077,0.0
262,staticMethodsQty,lambdasQty,0.12386316829693421,0.0
263,staticMethodsQty,uniqueWordsQty,0.32523014953831686,0.0
264,staticMethodsQty,modifiers,0.1439962384969841,0.0
265,staticMethodsQty,logStatementsQty,0.0559894693521338,1.4619199551311074e-86
266,publicMethodsQty,privateMethodsQty,0.2706975840727051,0.0
267,publicMethodsQty,protectedMethodsQty,0.09276966754390399,8.464257311131822e-235
268,publicMethodsQty,defaultMethodsQty,-0.29755198102992153,0.0
269,publicMethodsQty,abstractMethodsQty,0.8048643851576726,0.0
270,publicMethodsQty,finalMethodsQty,0.06570544738678709,1.5043013209523624e-118
271,publicMethodsQty,synchronizedMethodsQty,0.10554442137321147,1.142191843901581e-303
272,publicMethodsQty,totalFieldsQty,0.47605147311086005,0.0
273,publicMethodsQty,staticFieldsQty,0.49443140064094043,0.0
274,publicMethodsQty,publicFieldsQty,0.26387067598483355,0.0
275,publicMethodsQty,privateFieldsQty,0.08876048204207723,4.817109160652991e-215
276,publicMethodsQty,protectedFieldsQty,0.5190539467758903,0.0
277,publicMethodsQty,defaultFieldsQty,0.16493065423483674,0.0
278,publicMethodsQty,visibleFieldsQty,0.03612931865770608,4.635843893001997e-37
279,publicMethodsQty,finalFieldsQty,0.3593467517387297,0.0
280,publicMethodsQty,synchronizedFieldsQty,,
281,publicMethodsQty,nosi,0.4079993013905693,0.0
282,publicMethodsQty,loc,0.7186174329396466,0.0
283,publicMethodsQty,returnQty,0.6053617063428617,0.0
284,publicMethodsQty,loopQty,0.29008094745499563,0.0
285,publicMethodsQty,comparisonsQty,0.4107891139627143,0.0
286,publicMethodsQty,tryCatchQty,0.2205093990480122,0.0
287,publicMethodsQty,parenthesizedExpsQty,0.28439537960216155,0.0
288,publicMethodsQty,stringLiteralsQty,0.35881518064718887,0.0
289,publicMethodsQty,numbersQty,0.41091766313947925,0.0
290,publicMethodsQty,assignmentsQty,0.5988909226810231,0.0
291,publicMethodsQty,mathOperationsQty,0.3519184788129611,0.0
292,publicMethodsQty,variablesQty,0.5574698438561638,0.0
293,publicMethodsQty,maxNestedBlocksQty,0.42485849870339765,0.0
294,publicMethodsQty,anonymousClassesQty,0.15133984677202916,0.0
295,publicMethodsQty,innerClassesQty,0.14422081713335172,0.0
296,publicMethodsQty,lambdasQty,0.10873759319257675,0.0
297,publicMethodsQty,uniqueWordsQty,0.5574941433314169,0.0
298,publicMethodsQty,modifiers,0.1576246592690146,0.0
299,publicMethodsQty,logStatementsQty,0.13083254390147864,0.0
300,privateMethodsQty,protectedMethodsQty,0.09184459719035253,3.668196956583456e-230
301,privateMethodsQty,defaultMethodsQty,0.004794714159026602,0.09152679129062392
302,privateMethodsQty,abstractMethodsQty,0.2798517149356231,0.0
303,privateMethodsQty,finalMethodsQty,0.012297872514054621,1.5039090797160504e-05
304,privateMethodsQty,synchronizedMethodsQty,0.08394313100397022,1.780687739364501e-192
305,privateMethodsQty,totalFieldsQty,0.380651262679114,0.0
306,privateMethodsQty,staticFieldsQty,0.36488439165801306,0.0
307,privateMethodsQty,publicFieldsQty,0.34465026272610405,0.0
308,privateMethodsQty,privateFieldsQty,0.10211777011329784,2.6200566585146043e-284
309,privateMethodsQty,protectedFieldsQty,0.3842693032637954,0.0
310,privateMethodsQty,defaultFieldsQty,0.048679883278526966,7.222592912718682e-66
311,privateMethodsQty,visibleFieldsQty,0.07005997013505565,1.5001007180066425e-134
312,privateMethodsQty,finalFieldsQty,0.36111974941792996,0.0
313,privateMethodsQty,synchronizedFieldsQty,,
314,privateMethodsQty,nosi,0.4210586690254905,0.0
315,privateMethodsQty,loc,0.47043609383212387,0.0
316,privateMethodsQty,returnQty,0.4104767916818922,0.0
317,privateMethodsQty,loopQty,0.40009158728124344,0.0
318,privateMethodsQty,comparisonsQty,0.4266029026443289,0.0
319,privateMethodsQty,tryCatchQty,0.30983882933637547,0.0
320,privateMethodsQty,parenthesizedExpsQty,0.3034521186324054,0.0
321,privateMethodsQty,stringLiteralsQty,0.3375198317241388,0.0
322,privateMethodsQty,numbersQty,0.37454519615283927,0.0
323,privateMethodsQty,assignmentsQty,0.453178110492229,0.0
324,privateMethodsQty,mathOperationsQty,0.3657171762337145,0.0
325,privateMethodsQty,variablesQty,0.455206454144597,0.0
326,privateMethodsQty,maxNestedBlocksQty,0.4438050298831032,0.0
327,privateMethodsQty,anonymousClassesQty,0.22482114403880288,0.0
328,privateMethodsQty,innerClassesQty,0.18415847212008696,0.0
329,privateMethodsQty,lambdasQty,0.19743400939871705,0.0
330,privateMethodsQty,uniqueWordsQty,0.4596329586164407,0.0
331,privateMethodsQty,modifiers,0.168665278060308,0.0
332,privateMethodsQty,logStatementsQty,0.16777184840057094,0.0
333,protectedMethodsQty,defaultMethodsQty,-0.0742522268483027,6.234783621842957e-151
334,protectedMethodsQty,abstractMethodsQty,0.25964623173035484,0.0
335,protectedMethodsQty,finalMethodsQty,0.14559758910946632,0.0
336,protectedMethodsQty,synchronizedMethodsQty,0.11892054154833653,0.0
337,protectedMethodsQty,totalFieldsQty,0.13070895860915793,0.0
338,protectedMethodsQty,staticFieldsQty,0.17291110377186059,0.0
339,protectedMethodsQty,publicFieldsQty,0.07953653693713547,6.008097165521173e-173
340,protectedMethodsQty,privateFieldsQty,0.0004513899345210249,0.8737821375120525
341,protectedMethodsQty,protectedFieldsQty,0.15188305060341778,0.0
342,protectedMethodsQty,defaultFieldsQty,0.2408709135022833,0.0
343,protectedMethodsQty,visibleFieldsQty,0.04341656338000662,9.383851626618289e-53
344,protectedMethodsQty,finalFieldsQty,0.10675961812733567,0.0
345,protectedMethodsQty,synchronizedFieldsQty,,
346,protectedMethodsQty,nosi,0.1345000706632484,0.0
347,protectedMethodsQty,loc,0.2395985952228434,0.0
348,protectedMethodsQty,returnQty,0.24803702471218025,0.0
349,protectedMethodsQty,loopQty,0.07891745168757365,2.735444185905385e-170
350,protectedMethodsQty,comparisonsQty,0.19448071200674524,0.0
351,protectedMethodsQty,tryCatchQty,0.0738397282761195,2.8132281756765276e-149
352,protectedMethodsQty,parenthesizedExpsQty,0.1554445152564303,0.0
353,protectedMethodsQty,stringLiteralsQty,0.08109404406012885,9.957119951655412e-180
354,protectedMethodsQty,numbersQty,0.13073018974207123,0.0
355,protectedMethodsQty,assignmentsQty,0.16833848569026066,0.0
356,protectedMethodsQty,mathOperationsQty,0.10525571461379474,5.177121042716266e-302
357,protectedMethodsQty,variablesQty,0.1483595063087299,0.0
358,protectedMethodsQty,maxNestedBlocksQty,0.1863634682794614,0.0
359,protectedMethodsQty,anonymousClassesQty,0.11234284295199565,0.0
360,protectedMethodsQty,innerClassesQty,0.08701289488292273,1.0401664618753608e-206
361,protectedMethodsQty,lambdasQty,0.026812133067805204,3.813943920613206e-21
362,protectedMethodsQty,uniqueWordsQty,0.22760589256237526,0.0
363,protectedMethodsQty,modifiers,0.10348484411727683,5.9224441274083085e-292
364,protectedMethodsQty,logStatementsQty,0.02661164469669153,7.461580595873484e-21
365,defaultMethodsQty,abstractMethodsQty,0.14695216236213635,0.0
366,defaultMethodsQty,finalMethodsQty,0.04580746387498095,1.587014899519922e-58
367,defaultMethodsQty,synchronizedMethodsQty,0.03307427954280656,2.4935477308722553e-31
368,defaultMethodsQty,totalFieldsQty,-0.0586021703230927,1.1659599616394434e-94
369,defaultMethodsQty,staticFieldsQty,-0.03233380485612104,5.134252059946072e-30
370,defaultMethodsQty,publicFieldsQty,-0.013902691990998937,9.932712011120465e-07
371,defaultMethodsQty,privateFieldsQty,-0.06885100225719021,5.274195180823335e-130
372,defaultMethodsQty,protectedFieldsQty,-0.03628937632062415,2.2495000152589286e-37
373,defaultMethodsQty,defaultFieldsQty,-0.03955022296638485,4.513634637113393e-44
374,defaultMethodsQty,visibleFieldsQty,0.12256889558361961,0.0
375,defaultMethodsQty,finalFieldsQty,0.04633797420866841,7.552924426309584e-60
376,defaultMethodsQty,synchronizedFieldsQty,,
377,defaultMethodsQty,nosi,-0.03326600752281481,1.1269102091787183e-31
378,defaultMethodsQty,loc,-0.043530896880438104,5.05109408160259e-53
379,defaultMethodsQty,returnQty,-0.05015495533112781,8.228623189762874e-70
380,defaultMethodsQty,loopQty,0.0020882175403658773,0.4624000333869315
381,defaultMethodsQty,comparisonsQty,-0.010914317042543548,0.00012245651034330232
382,defaultMethodsQty,tryCatchQty,-0.0013689717804037113,0.6299635619843176
383,defaultMethodsQty,parenthesizedExpsQty,0.0033515461858835095,0.23819819463214936
384,defaultMethodsQty,stringLiteralsQty,-0.035673415524355885,3.5735650356625767e-36
385,defaultMethodsQty,numbersQty,-0.056867361904998893,3.0556289944099085e-89
386,defaultMethodsQty,assignmentsQty,-0.07379309500306962,4.321651460711571e-149
387,defaultMethodsQty,mathOperationsQty,-0.018561676303699346,6.450182815400927e-11
388,defaultMethodsQty,variablesQty,-0.08146778880664106,2.2452526578480806e-181
389,defaultMethodsQty,maxNestedBlocksQty,-0.03599926844240487,8.32305113206549e-37
390,defaultMethodsQty,anonymousClassesQty,-0.0034247448462545,0.22810172580877214
391,defaultMethodsQty,innerClassesQty,0.026941461171282433,2.4673358064315637e-21
392,defaultMethodsQty,lambdasQty,0.039767632184930075,1.540498401509502e-44
393,defaultMethodsQty,uniqueWordsQty,0.10599479037006194,2.915152601774328e-306
394,defaultMethodsQty,modifiers,0.07796895465369522,2.9450414226568096e-166
395,defaultMethodsQty,logStatementsQty,-0.029498041714306082,2.9503856307631645e-25
396,abstractMethodsQty,finalMethodsQty,0.11233030437221576,0.0
397,abstractMethodsQty,synchronizedMethodsQty,0.12260447136572053,0.0
398,abstractMethodsQty,totalFieldsQty,0.4644482014315238,0.0
399,abstractMethodsQty,staticFieldsQty,0.4966173077636886,0.0
400,abstractMethodsQty,publicFieldsQty,0.2679259020419067,0.0
401,abstractMethodsQty,privateFieldsQty,0.04900049515763686,1.0270323424312902e-66
402,abstractMethodsQty,protectedFieldsQty,0.5218538903108946,0.0
403,abstractMethodsQty,defaultFieldsQty,0.17841157952598816,0.0
404,abstractMethodsQty,visibleFieldsQty,0.07933435454934794,4.4585677638500326e-172
405,abstractMethodsQty,finalFieldsQty,0.3744082802772448,0.0
406,abstractMethodsQty,synchronizedFieldsQty,,
407,abstractMethodsQty,nosi,0.41447702092389027,0.0
408,abstractMethodsQty,loc,0.764470390352926,0.0
409,abstractMethodsQty,returnQty,0.6056188731191949,0.0
410,abstractMethodsQty,loopQty,0.2859493612343442,0.0
411,abstractMethodsQty,comparisonsQty,0.4095689227504182,0.0
412,abstractMethodsQty,tryCatchQty,0.2266299180896275,0.0
413,abstractMethodsQty,parenthesizedExpsQty,0.2948868924718494,0.0
414,abstractMethodsQty,stringLiteralsQty,0.365855481077392,0.0
415,abstractMethodsQty,numbersQty,0.398333413776586,0.0
416,abstractMethodsQty,assignmentsQty,0.5825836895607582,0.0
417,abstractMethodsQty,mathOperationsQty,0.34454596339992605,0.0
418,abstractMethodsQty,variablesQty,0.536012131291933,0.0
419,abstractMethodsQty,maxNestedBlocksQty,0.4102508638542669,0.0
420,abstractMethodsQty,anonymousClassesQty,0.1582272888546837,0.0
421,abstractMethodsQty,innerClassesQty,0.16616246268894644,0.0
422,abstractMethodsQty,lambdasQty,0.14394286680180662,0.0
423,abstractMethodsQty,uniqueWordsQty,0.6862864524361902,0.0
424,abstractMethodsQty,modifiers,0.19965656187178046,0.0
425,abstractMethodsQty,logStatementsQty,0.11333017240511192,0.0
426,finalMethodsQty,synchronizedMethodsQty,0.15162069265078815,0.0
427,finalMethodsQty,totalFieldsQty,0.0005979701241309102,0.8333229068996415
428,finalMethodsQty,staticFieldsQty,0.014702276759753802,2.286378837872304e-07
429,finalMethodsQty,publicFieldsQty,0.021085941652544835,1.1577166859834713e-13
430,finalMethodsQty,privateFieldsQty,-0.0015914629911245547,0.5754256256326766
431,finalMethodsQty,protectedFieldsQty,-0.001723068040154575,0.5442529268263824
432,finalMethodsQty,defaultFieldsQty,0.14593622994840202,0.0
433,finalMethodsQty,visibleFieldsQty,0.0007588705883722851,0.7894176015370842
434,finalMethodsQty,finalFieldsQty,0.025649630917953997,1.7439313019861818e-19
435,finalMethodsQty,synchronizedFieldsQty,,
436,finalMethodsQty,nosi,0.004245738787752713,0.13512435481923482
437,finalMethodsQty,loc,0.05053242455658708,7.715027046563322e-71
